 0.240  9.05e-01  1.00e+00  9.74e-01  8.55e-01  6.15e-01  3.87e-01  3.03e-01  3.08e-01  3.14e-01  3.17e-01  3.08e-01  2.85e-01  2.54e-01  2.27e-01  2.07e-01  1.89e-01  1.66e-01  1.24e-01
 0.250  8.64e-01  9.97e-01  9.87e-01  8.81e-01  6.47e-01  4.14e-01  3.26e-01  3.29e-01  3.33e-01  3.36e-01  3.25e-01  3.01e-01  2.69e-01  2.40e-01  2.19e-01  2.00e-01  1.75e-01  1.32e-01
 0.260  8.18e-01  9.88e-01  9.95e-01  9.04e-01  6.78e-01  4.42e-01  3.48e-01  3.49e-01  3.52e-01  3.54e-01  3.43e-01  3.17e-01  2.83e-01  2.53e-01  2.32e-01  2.11e-01  1.85e-01  1.40e-01
 0.270  7.69e-01  9.73e-01  1.00e-00  9.25e-01  7.08e-01  4.70e-01  3.71e-01  3.71e-01  3.72e-01  3.72e-01  3.60e-01  3.34e-01  2.98e-01  2.67e-01  2.44e-01  2.22e-01  1.95e-01  1.48e-01
 0.280  7.17e-01  9.54e-01  1.00e+00  9.43e-01  7.37e-01  4.97e-01  3.95e-01  3.92e-01  3.91e-01  3.91e-01  3.78e-01  3.50e-01  3.13e-01  2.80e-01  2.56e-01  2.33e-01  2.05e-01  1.56e-01
 0.290  6.64e-01  9.29e-01  9.97e-01  9.59e-01  7.64e-01  5.25e-01  4.18e-01  4.13e-01  4.11e-01  4.09e-01  3.95e-01  3.66e-01  3.28e-01  2.94e-01  2.68e-01  2.44e-01  2.15e-01  1.64e-01
 0.300  6.10e-01  9.01e-01  9.90e-01  9.72e-01  7.91e-01  5.53e-01  4.42e-01  4.35e-01  4.30e-01  4.27e-01  4.13e-01  3.82e-01  3.43e-01  3.07e-01  2.81e-01  2.55e-01  2.25e-01  1.72e-01
 0.310  5.56e-01  8.69e-01  9.79e-01  9.82e-01  8.16e-01  5.81e-01  4.66e-01  4.56e-01  4.50e-01  4.46e-01  4.30e-01  3.99e-01  3.58e-01  3.21e-01  2.93e-01  2.67e-01  2.35e-01  1.81e-01
 0.320  5.04e-01  8.35e-01  9.66e-01  9.90e-01  8.39e-01  6.08e-01  4.90e-01  4.78e-01  4.70e-01  4.64e-01  4.47e-01  4.15e-01  3.72e-01  3.34e-01  3.05e-01  2.78e-01  2.45e-01  1.89e-01
 0.330  4.54e-01  7.97e-01  9.49e-01  9.96e-01  8.61e-01  6.35e-01  5.13e-01  4.99e-01  4.89e-01  4.82e-01  4.65e-01  4.31e-01  3.87e-01  3.48e-01  3.18e-01  2.89e-01  2.55e-01  1.98e-01
 0.340  4.05e-01  7.58e-01  9.30e-01  9.99e-01  8.82e-01  6.61e-01  5.37e-01  5.20e-01  5.08e-01  5.00e-01  4.82e-01  4.47e-01  4.02e-01  3.62e-01  3.31e-01  3.01e-01  2.66e-01  2.06e-01
 0.350  3.60e-01  7.18e-01  9.09e-01  1.00e+00  9.01e-01  6.87e-01  5.61e-01  5.42e-01  5.27e-01  5.18e-01  4.99e-01  4.63e-01  4.17e-01  3.75e-01  3.43e-01  3.12e-01  2.76e-01  2.15e-01
 0.360  3.18e-01  6.77e-01  8.85e-01  9.99e-01  9.18e-01  7.12e-01  5.84e-01  5.63e-01  5.47e-01  5.36e-01  5.16e-01  4.79e-01  4.32e-01  3.89e-01  3.56e-01  3.24e-01  2.86e-01  2.24e-01
 0.370  2.78e-01  6.35e-01  8.60e-01  9.95e-01  9.34e-01  7.36e-01  6.07e-01  5.84e-01  5.65e-01  5.53e-01  5.33e-01  4.95e-01  4.47e-01  4.03e-01  3.68e-01  3.35e-01  2.97e-01  2.33e-01
 0.380  2.43e-01  5.94e-01  8.33e-01  9.90e-01  9.48e-01  7.60e-01  6.30e-01  6.04e-01  5.84e-01  5.71e-01  5.49e-01  5.11e-01  4.62e-01  4.16e-01  3.81e-01  3.47e-01  3.07e-01  2.41e-01
 0.390  2.10e-01  5.53e-01  8.05e-01  9.82e-01  9.60e-01  7.83e-01  6.53e-01  6.25e-01  6.02e-01  5.88e-01  5.66e-01  5.26e-01  4.76e-01  4.30e-01  3.93e-01  3.58e-01  3.18e-01  2.50e-01
 0.400  1.81e-01  5.12e-01  7.75e-01  9.73e-01  9.71e-01  8.05e-01  6.75e-01  6.45e-01  6.21e-01  6.05e-01  5.82e-01  5.42e-01  4.91e-01  4.43e-01  4.06e-01  3.70e-01  3.28e-01  2.59e-01
 0.410  1.55e-01  4.73e-01  7.45e-01  9.62e-01  9.80e-01  8.26e-01  6.97e-01  6.64e-01  6.39e-01  6.22e-01  5.98e-01  5.57e-01  5.05e-01  4.57e-01  4.18e-01  3.81e-01  3.39e-01  2.68e-01
 0.420  1.31e-01  4.35e-01  7.14e-01  9.50e-01  9.87e-01  8.46e-01  7.18e-01  6.84e-01  6.56e-01  6.38e-01  6.14e-01  5.72e-01  5.20e-01  4.70e-01  4.31e-01  3.93e-01  3.49e-01  2.77e-01
 0.430  1.11e-01  3.98e-01  6.83e-01  9.35e-01  9.93e-01  8.65e-01  7.38e-01  7.03e-01  6.73e-01  6.54e-01  6.29e-01  5.87e-01  5.34e-01  4.84e-01  4.43e-01  4.04e-01  3.59e-01  2.86e-01
 0.440  9.33e-02  3.64e-01  6.52e-01  9.20e-01  9.97e-01  8.82e-01  7.59e-01  7.21e-01  6.90e-01  6.70e-01  6.45e-01  6.02e-01  5.48e-01  4.97e-01  4.55e-01  4.16e-01  3.70e-01  2.96e-01
 0.450  7.79e-02  3.31e-01  6.21e-01  9.03e-01  9.99e-01  8.99e-01  7.78e-01  7.39e-01  7.07e-01  6.86e-01  6.60e-01  6.16e-01  5.62e-01  5.10e-01  4.68e-01  4.27e-01  3.80e-01  3.05e-01
 0.460  6.47e-02  2.99e-01  5.89e-01  8.86e-01  1.00e+00  9.15e-01  7.97e-01  7.57e-01  7.23e-01  7.01e-01  6.75e-01  6.31e-01  5.76e-01  5.23e-01  4.80e-01  4.39e-01  3.91e-01  3.14e-01
 0.470  5.34e-02  2.70e-01  5.59e-01  8.67e-01  9.99e-01  9.29e-01  8.15e-01  7.74e-01  7.39e-01  7.16e-01  6.89e-01  6.45e-01  5.90e-01  5.36e-01  4.92e-01  4.50e-01  4.01e-01  3.23e-01
 0.480  4.38e-02  2.43e-01  5.28e-01  8.47e-01  9.97e-01  9.42e-01  8.32e-01  7.90e-01  7.55e-01  7.31e-01  7.03e-01  6.59e-01  6.03e-01  5.49e-01  5.04e-01  4.61e-01  4.12e-01  3.32e-01
 0.490  3.58e-02  2.18e-01  4.98e-01  8.26e-01  9.93e-01  9.53e-01  8.49e-01  8.07e-01  7.70e-01  7.45e-01  7.17e-01  6.73e-01  6.17e-01  5.62e-01  5.16e-01  4.72e-01  4.22e-01  3.42e-01
 0.500  2.90e-02  1.94e-01  4.69e-01  8.05e-01  9.88e-01  9.64e-01  8.65e-01  8.22e-01  7.84e-01  7.59e-01  7.31e-01  6.86e-01  6.30e-01  5.74e-01  5.28e-01  4.83e-01  4.32e-01  3.51e-01
 0.510  2.34e-02  1.73e-01  4.41e-01  7.83e-01  9.82e-01  9.73e-01  8.80e-01  8.37e-01  7.99e-01  7.72e-01  7.45e-01  6.99e-01  6.43e-01  5.87e-01  5.40e-01  4.95e-01  4.43e-01  3.60e-01
 0.520  1.88e-02  1.53e-01  4.14e-01  7.61e-01  9.74e-01  9.81e-01  8.95e-01  8.51e-01  8.13e-01  7.86e-01  7.58e-01  7.12e-01  6.56e-01  5.99e-01  5.52e-01  5.06e-01  4.53e-01  3.69e-01
 0.530  1.50e-02  1.35e-01  3.87e-01  7.39e-01  9.65e-01  9.87e-01  9.08e-01  8.65e-01  8.26e-01  7.99e-01  7.70e-01  7.25e-01  6.68e-01  6.11e-01  5.64e-01  5.17e-01  4.63e-01  3.79e-01
 0.540  1.19e-02  1.19e-01  3.62e-01  7.16e-01  9.55e-01  9.92e-01  9.21e-01  8.78e-01  8.39e-01  8.11e-01  7.83e-01  7.38e-01  6.81e-01  6.24e-01  5.75e-01  5.27e-01  4.73e-01  3.88e-01
 0.550  9.41e-03  1.05e-01  3.37e-01  6.92e-01  9.43e-01  9.96e-01  9.32e-01  8.91e-01  8.51e-01  8.23e-01  7.95e-01  7.50e-01  6.93e-01  6.36e-01  5.87e-01  5.38e-01  4.84e-01  3.97e-01
 0.560  7.39e-03  9.14e-02  3.14e-01  6.69e-01  9.31e-01  9.99e-01  9.43e-01  9.02e-01  8.63e-01  8.35e-01  8.07e-01  7.62e-01  7.05e-01  6.47e-01  5.98e-01  5.49e-01  4.94e-01  4.06e-01
 0.570  5.77e-03  7.97e-02  2.91e-01  6.46e-01  9.18e-01  1.00e-00  9.53e-01  9.14e-01  8.75e-01  8.46e-01  8.18e-01  7.74e-01  7.17e-01  6.59e-01  6.09e-01  5.60e-01  5.04e-01  4.15e-01
 0.580  4.48e-03  6.92e-02  2.70e-01  6.23e-01  9.03e-01  1.00e+00  9.62e-01  9.24e-01  8.86e-01  8.57e-01  8.29e-01  7.85e-01  7.29e-01  6.71e-01  6.20e-01  5.70e-01  5.14e-01  4.25e-01
 0.590  3.46e-03  5.99e-02  2.50e-01  5.99e-01  8.88e-01  9.99e-01  9.70e-01  9.34e-01  8.96e-01  8.68e-01  8.40e-01  7.96e-01  7.40e-01  6.82e-01  6.31e-01  5.81e-01  5.24e-01  4.34e-01
 0.600  2.66e-03  5.17e-02  2.31e-01  5.76e-01  8.72e-01  9.96e-01  9.77e-01  9.43e-01  9.06e-01  8.78e-01  8.51e-01  8.07e-01  7.51e-01  6.93e-01  6.42e-01  5.91e-01  5.33e-01  4.43e-01
 0.610  2.03e-03  4.45e-02  2.13e-01  5.54e-01  8.56e-01  9.93e-01  9.83e-01  9.51e-01  9.15e-01  8.88e-01  8.61e-01  8.18e-01  7.62e-01  7.04e-01  6.53e-01  6.01e-01  5.43e-01  4.52e-01
 0.620  1.55e-03  3.82e-02  1.96e-01  5.31e-01  8.38e-01  9.88e-01  9.88e-01  9.59e-01  9.24e-01  8.97e-01  8.70e-01  8.28e-01  7.73e-01  7.15e-01  6.63e-01  6.12e-01  5.53e-01  4.61e-01
 0.630  1.17e-03  3.26e-02  1.80e-01  5.09e-01  8.21e-01  9.82e-01  9.92e-01  9.66e-01  9.33e-01  9.06e-01  8.80e-01  8.38e-01  7.84e-01  7.26e-01  6.74e-01  6.22e-01  5.63e-01  4.70e-01
 0.640  8.80e-04  2.78e-02  1.65e-01  4.87e-01  8.02e-01  9.75e-01  9.96e-01  9.73e-01  9.41e-01  9.14e-01  8.89e-01  8.47e-01  7.94e-01  7.36e-01  6.84e-01  6.32e-01  5.72e-01  4.80e-01
 0.650  6.59e-04  2.36e-02  1.51e-01  4.66e-01  7.84e-01  9.67e-01  9.98e-01  9.78e-01  9.48e-01  9.23e-01  8.97e-01  8.57e-01  8.04e-01  7.46e-01  6.94e-01  6.42e-01  5.82e-01  4.89e-01
 0.660  4.90e-04  2.00e-02  1.38e-01  4.45e-01  7.64e-01  9.58e-01  9.99e-01  9.84e-01  9.55e-01  9.30e-01  9.06e-01  8.66e-01  8.14e-01  7.56e-01  7.04e-01  6.51e-01  5.91e-01  4.98e-01
 0.670  3.63e-04  1.69e-02  1.26e-01  4.24e-01  7.45e-01  9.47e-01  1.00e+00  9.88e-01  9.62e-01  9.38e-01  9.14e-01  8.75e-01  8.23e-01  7.66e-01  7.14e-01  6.61e-01  6.01e-01  5.07e-01
 0.680  2.68e-04  1.42e-02  1.15e-01  4.04e-01  7.25e-01  9.36e-01  1.00e-00  9.92e-01  9.68e-01  9.44e-01  9.21e-01  8.83e-01  8.32e-01  7.76e-01  7.24e-01  6.71e-01  6.10e-01  5.16e-01
 0.690  1.96e-04  1.19e-02  1.04e-01  3.85e-01  7.05e-01  9.25e-01  9.98e-01  9.95e-01  9.73e-01  9.51e-01  9.28e-01  8.91e-01  8.42e-01  7.85e-01  7.34e-01  6.80e-01  6.19e-01  5.24e-01
 0.700  1.43e-04  9.96e-03  9.48e-02  3.66e-01  6.85e-01  9.12e-01  9.96e-01  9.97e-01  9.78e-01  9.57e-01  9.35e-01  8.99e-01  8.50e-01  7.95e-01  7.43e-01  6.89e-01  6.28e-01  5.33e-01
 0.710  1.04e-04  8.30e-03  8.60e-02  3.48e-01  6.65e-01  8.98e-01  9.93e-01  9.99e-01  9.82e-01  9.62e-01  9.42e-01  9.07e-01  8.59e-01  8.04e-01  7.52e-01  6.98e-01  6.37e-01  5.42e-01
 0.720  7.49e-05  6.90e-03  7.78e-02  3.30e-01  6.45e-01  8.84e-01  9.90e-01  1.00e-00  9.86e-01  9.68e-01  9.48e-01  9.14e-01  8.67e-01  8.13e-01  7.61e-01  7.08e-01  6.46e-01  5.51e-01
 0.730  5.38e-05  5.72e-03  7.03e-02  3.13e-01  6.24e-01  8.69e-01  9.85e-01  1.00e+00  9.90e-01  9.73e-01  9.54e-01  9.21e-01  8.75e-01  8.22e-01  7.70e-01  7.16e-01  6.55e-01  5.60e-01
 0.740  3.84e-05  4.72e-03  6.35e-02  2.96e-01  6.04e-01  8.54e-01  9.80e-01  1.00e-00  9.93e-01  9.77e-01  9.59e-01  9.28e-01  8.83e-01  8.30e-01  7.79e-01  7.25e-01  6.64e-01  5.68e-01
 0.750  2.73e-05  3.89e-03  5.72e-02  2.81e-01  5.84e-01  8.38e-01  9.73e-01  9.99e-01  9.95e-01  9.81e-01  9.64e-01  9.34e-01  8.91e-01  8.38e-01  7.88e-01  7.34e-01  6.72e-01  5.77e-01
 0.760  1.93e-05  3.20e-03  5.14e-02  2.65e-01  5.64e-01  8.21e-01  9.66e-01  9.97e-01  9.97e-01  9.85e-01  9.69e-01  9.40e-01  8.98e-01  8.46e-01  7.96e-01  7.43e-01  6.81e-01  5.85e-01
 0.770  1.36e-05  2.62e-03  4.62e-02  2.50e-01  5.44e-01  8.04e-01  9.59e-01  9.95e-01  9.98e-01  9.88e-01  9.73e-01  9.46e-01  9.05e-01  8.54e-01  8.04e-01  7.51e-01  6.89e-01  5.94e-01
 0.780  9.52e-06  2.14e-03  4.14e-02  2.36e-01  5.25e-01  7.86e-01  9.51e-01  9.93e-01  9.99e-01  9.91e-01  9.77e-01  9.51e-01  9.12e-01  8.62e-01  8.12e-01  7.59e-01  6.98e-01  6.02e-01
 0.790  6.63e-06  1.74e-03  3.71e-02  2.23e-01  5.05e-01  7.68e-01  9.42e-01  9.89e-01  1.00e-00  9.93e-01  9.81e-01  9.56e-01  9.18e-01  8.69e-01  8.20e-01  7.67e-01  7.06e-01  6.11e-01
 0.800  4.60e-06  1.41e-03  3.32e-02  2.10e-01  4.86e-01  7.50e-01  9.32e-01  9.86e-01  1.00e+00  9.95e-01  9.84e-01  9.61e-01  9.24e-01  8.77e-01  8.28e-01  7.75e-01  7.14e-01  6.19e-01
 0.810  3.17e-06  1.14e-03  2.96e-02  1.97e-01  4.67e-01  7.32e-01  9.22e-01  9.81e-01  1.00e-00  9.97e-01  9.87e-01  9.66e-01  9.30e-01  8.84e-01  8.36e-01  7.83e-01  7.22e-01  6.27e-01
 0.820  2.17e-06  9.22e-04  2.64e-02  1.86e-01  4.49e-01  7.13e-01  9.11e-01  9.76e-01  9.99e-01  9.98e-01  9.90e-01  9.70e-01  9.36e-01  8.91e-01  8.43e-01  7.91e-01  7.30e-01  6.35e-01
 0.830  1.48e-06  7.41e-04  2.35e-02  1.74e-01  4.31e-01  6.94e-01  9.00e-01  9.71e-01  9.98e-01  9.99e-01  9.92e-01  9.74e-01  9.42e-01  8.97e-01  8.51e-01  7.99e-01  7.38e-01  6.43e-01
 0.840  1.01e-06  5.95e-04  2.09e-02  1.64e-01  4.13e-01  6.75e-01  8.88e-01  9.65e-01  9.96e-01  1.00e-00  9.94e-01  9.78e-01  9.47e-01  9.04e-01  8.58e-01  8.06e-01  7.46e-01  6.51e-01
 0.850  6.81e-07  4.76e-04  1.86e-02  1.53e-01  3.96e-01  6.56e-01  8.75e-01  9.59e-01  9.94e-01  1.00e+00  9.96e-01  9.81e-01  9.52e-01  9.10e-01  8.65e-01  8.13e-01  7.53e-01  6.59e-01
 0.860  4.58e-07  3.79e-04  1.64e-02  1.44e-01  3.79e-01  6.36e-01  8.62e-01  9.52e-01  9.91e-01  1.00e-00  9.98e-01  9.84e-01  9.56e-01  9.16e-01  8.71e-01  8.21e-01  7.61e-01  6.67e-01
 0.870  3.07e-07  3.02e-04  1.46e-02  1.34e-01  3.62e-01  6.17e-01  8.49e-01  9.44e-01  9.89e-01  9.99e-01  9.99e-01  9.87e-01  9.61e-01  9.22e-01  8.78e-01  8.28e-01  7.68e-01  6.75e-01
 0.880  2.04e-07  2.39e-04  1.29e-02  1.26e-01  3.46e-01  5.98e-01  8.36e-01  9.37e-01  9.85e-01  9.99e-01  9.99e-01  9.89e-01  9.65e-01  9.27e-01  8.84e-01  8.35e-01  7.76e-01  6.83e-01
 0.890  1.35e-07  1.89e-04  1.14e-02  1.17e-01  3.30e-01  5.79e-01  8.22e-01  9.28e-01  9.82e-01  9.98e-01  1.00e-00  9.92e-01  9.69e-01  9.32e-01  8.90e-01  8.41e-01  7.83e-01  6.90e-01
 0.900  8.92e-08  1.49e-04  1.00e-02  1.10e-01  3.15e-01  5.60e-01  8.07e-01  9.20e-01  9.78e-01  9.96e-01  1.00e+00  9.94e-01  9.73e-01  9.38e-01  8.96e-01  8.48e-01  7.90e-01  6.98e-01
 0.910  5.85e-08  1.17e-04  8.81e-03  1.02e-01  3.00e-01  5.41e-01  7.93e-01  9.11e-01  9.73e-01  9.94e-01  1.00e-00  9.95e-01  9.76e-01  9.43e-01  9.02e-01  8.55e-01  7.97e-01  7.06e-01
 0.920  3.82e-08  9.20e-05  7.75e-03  9.53e-02  2.86e-01  5.22e-01  7.78e-01  9.02e-01  9.69e-01  9.92e-01  9.99e-01  9.97e-01  9.79e-01  9.47e-01  9.08e-01  8.61e-01  8.04e-01  7.13e-01
 0.930  2.48e-08  7.19e-05  6.80e-03  8.88e-02  2.72e-01  5.04e-01  7.63e-01  8.92e-01  9.64e-01  9.90e-01  9.99e-01  9.98e-01  9.82e-01  9.52e-01  9.13e-01  8.67e-01  8.10e-01  7.20e-01
 0.940  1.60e-08  5.61e-05  5.96e-03  8.26e-02  2.59e-01  4.85e-01  7.47e-01  8.82e-01  9.58e-01  9.87e-01  9.98e-01  9.99e-01  9.85e-01  9.56e-01  9.19e-01  8.73e-01  8.17e-01  7.28e-01
 0.950  1.03e-08  4.36e-05  5.22e-03  7.68e-02  2.46e-01  4.67e-01  7.32e-01  8.72e-01  9.52e-01  9.84e-01  9.96e-01  9.99e-01  9.88e-01  9.60e-01  9.24e-01  8.79e-01  8.23e-01  7.35e-01
 0.960  6.61e-09  3.38e-05  4.56e-03  7.13e-02  2.33e-01  4.50e-01  7.16e-01  8.61e-01  9.46e-01  9.81e-01  9.95e-01  1.00e-00  9.90e-01  9.64e-01  9.29e-01  8.85e-01  8.30e-01  7.42e-01
 0.970  4.21e-09  2.61e-05  3.99e-03  6.62e-02  2.21e-01  4.32e-01  7.00e-01  8.50e-01  9.40e-01  9.77e-01  9.93e-01  1.00e+00  9.92e-01  9.68e-01  9.34e-01  8.90e-01  8.36e-01  7.49e-01
 0.980  2.67e-09  2.02e-05  3.48e-03  6.14e-02  2.10e-01  4.15e-01  6.84e-01  8.39e-01  9.34e-01  9.74e-01  9.91e-01  1.00e-00  9.94e-01  9.71e-01  9.38e-01  8.96e-01  8.42e-01  7.56e-01
 0.990  1.68e-09  1.55e-05  3.03e-03  5.69e-02  1.99e-01  3.98e-01  6.68e-01  8.28e-01  9.27e-01  9.70e-01  9.89e-01  1.00e-00  9.95e-01  9.74e-01  9.43e-01  9.01e-01  8.48e-01  7.63e-01
 1.000  1.06e-09  1.19e-05  2.63e-03  5.27e-02  1.88e-01  3.82e-01  6.52e-01  8.16e-01  9.20e-01  9.65e-01  9.86e-01  9.99e-01  9.97e-01  9.77e-01  9.47e-01  9.06e-01  8.54e-01  7.69e-01
 1.010  6.60e-10  9.08e-06  2.29e-03  4.88e-02  1.78e-01  3.66e-01  6.36e-01  8.04e-01  9.12e-01  9.61e-01  9.83e-01  9.98e-01  9.98e-01  9.80e-01  9.51e-01  9.11e-01  8.60e-01  7.76e-01
 1.020  4.10e-10  6.93e-06  1.98e-03  4.51e-02  1.68e-01  3.50e-01  6.20e-01  7.92e-01  9.05e-01  9.56e-01  9.80e-01  9.97e-01  9.99e-01  9.83e-01  9.55e-01  9.16e-01  8.65e-01  7.82e-01
 1.030  2.54e-10  5.27e-06  1.72e-03  4.17e-02  1.58e-01  3.35e-01  6.03e-01  7.80e-01  8.97e-01  9.51e-01  9.77e-01  9.96e-01  9.99e-01  9.85e-01  9.59e-01  9.21e-01  8.71e-01  7.89e-01
 1.040  1.56e-10  3.99e-06  1.49e-03  3.85e-02  1.49e-01  3.20e-01  5.87e-01  7.68e-01  8.89e-01  9.46e-01  9.73e-01  9.94e-01  1.00e-00  9.88e-01  9.62e-01  9.26e-01  8.76e-01  7.95e-01
 1.050  1.00e-10  3.02e-06  1.28e-03  3.55e-02  1.41e-01  3.05e-01  5.71e-01  7.55e-01  8.80e-01  9.40e-01  9.70e-01  9.92e-01  1.00e-00  9.90e-01  9.66e-01  9.30e-01  8.82e-01  8.02e-01
 1.060  1.00e-10  2.28e-06  1.11e-03  3.27e-02  1.33e-01  2.91e-01  5.55e-01  7.43e-01  8.72e-01  9.34e-01  9.66e-01  9.90e-01  1.00e+00  9.92e-01  9.69e-01  9.34e-01  8.87e-01  8.08e-01
