 0.100  4.49e-01  3.59e-01  2.93e-01  2.31e-01  1.75e-01  1.32e-01  9.66e-02  9.34e-02  1.03e-01  1.15e-01  1.33e-01  1.38e-01  1.10e-01  7.90e-02  4.47e-02  2.39e-02
 0.110  5.13e-01  4.14e-01  3.39e-01  2.69e-01  2.05e-01  1.55e-01  1.15e-01  1.10e-01  1.20e-01  1.32e-01  1.51e-01  1.54e-01  1.23e-01  8.91e-02  5.10e-02  2.76e-02
 0.120  5.77e-01  4.68e-01  3.85e-01  3.08e-01  2.37e-01  1.81e-01  1.35e-01  1.28e-01  1.38e-01  1.50e-01  1.69e-01  1.71e-01  1.37e-01  9.93e-02  5.75e-02  3.15e-02
 0.130  6.38e-01  5.23e-01  4.33e-01  3.49e-01  2.70e-01  2.07e-01  1.55e-01  1.47e-01  1.57e-01  1.69e-01  1.88e-01  1.89e-01  1.51e-01  1.10e-01  6.42e-02  3.55e-02
 0.140  6.96e-01  5.76e-01  4.80e-01  3.90e-01  3.04e-01  2.35e-01  1.77e-01  1.67e-01  1.77e-01  1.88e-01  2.06e-01  2.06e-01  1.65e-01  1.20e-01  7.11e-02  3.97e-02
 0.150  7.51e-01  6.28e-01  5.27e-01  4.31e-01  3.38e-01  2.63e-01  2.00e-01  1.88e-01  1.97e-01  2.07e-01  2.25e-01  2.23e-01  1.79e-01  1.31e-01  7.81e-02  4.41e-02
 0.160  8.01e-01  6.78e-01  5.73e-01  4.72e-01  3.74e-01  2.92e-01  2.24e-01  2.09e-01  2.18e-01  2.27e-01  2.44e-01  2.40e-01  1.93e-01  1.42e-01  8.53e-02  4.86e-02
 0.170  8.46e-01  7.25e-01  6.17e-01  5.13e-01  4.09e-01  3.22e-01  2.48e-01  2.32e-01  2.39e-01  2.47e-01  2.64e-01  2.58e-01  2.07e-01  1.53e-01  9.27e-02  5.32e-02
 0.180  8.86e-01  7.69e-01  6.61e-01  5.54e-01  4.45e-01  3.53e-01  2.74e-01  2.54e-01  2.60e-01  2.67e-01  2.83e-01  2.75e-01  2.21e-01  1.64e-01  1.00e-01  5.79e-02
 0.190  9.20e-01  8.10e-01  7.02e-01  5.94e-01  4.81e-01  3.84e-01  3.00e-01  2.78e-01  2.82e-01  2.88e-01  3.02e-01  2.93e-01  2.35e-01  1.75e-01  1.08e-01  6.28e-02
 0.200  9.48e-01  8.48e-01  7.42e-01  6.32e-01  5.16e-01  4.15e-01  3.26e-01  3.01e-01  3.05e-01  3.09e-01  3.21e-01  3.10e-01  2.49e-01  1.86e-01  1.15e-01  6.78e-02
 0.210  9.70e-01  8.81e-01  7.79e-01  6.70e-01  5.52e-01  4.47e-01  3.53e-01  3.26e-01  3.27e-01  3.29e-01  3.41e-01  3.27e-01  2.64e-01  1.97e-01  1.23e-01  7.29e-02
 0.220  9.86e-01  9.11e-01  8.14e-01  7.06e-01  5.86e-01  4.78e-01  3.80e-01  3.50e-01  3.50e-01  3.50e-01  3.60e-01  3.44e-01  2.78e-01  2.09e-01  1.31e-01  7.82e-02
 0.230  9.96e-01  9.36e-01  8.46e-01  7.41e-01  6.20e-01  5.10e-01  4.08e-01  3.75e-01  3.73e-01  3.71e-01  3.79e-01  3.61e-01  2.92e-01  2.20e-01  1.39e-01  8.35e-02
 0.240  1.00e+00  9.57e-01  8.75e-01  7.74e-01  6.53e-01  5.41e-01  4.35e-01  4.00e-01  3.96e-01  3.92e-01  3.98e-01  3.78e-01  3.06e-01  2.31e-01  1.47e-01  8.89e-02
 0.250  9.98e-01  9.74e-01  9.01e-01  8.05e-01  6.86e-01  5.71e-01  4.63e-01  4.25e-01  4.19e-01  4.13e-01  4.17e-01  3.95e-01  3.20e-01  2.43e-01  1.56e-01  9.44e-02
 0.260  9.91e-01  9.87e-01  9.24e-01  8.34e-01  7.17e-01  6.02e-01  4.91e-01  4.50e-01  4.42e-01  4.34e-01  4.36e-01  4.12e-01  3.34e-01  2.54e-01  1.64e-01  1.00e-01
 0.270  9.79e-01  9.95e-01  9.44e-01  8.60e-01  7.47e-01  6.31e-01  5.19e-01  4.75e-01  4.65e-01  4.55e-01  4.55e-01  4.28e-01  3.48e-01  2.66e-01  1.72e-01  1.06e-01
 0.280  9.63e-01  1.00e-00  9.61e-01  8.85e-01  7.75e-01  6.60e-01  5.46e-01  5.00e-01  4.88e-01  4.76e-01  4.73e-01  4.44e-01  3.62e-01  2.77e-01  1.81e-01  1.12e-01
 0.290  9.42e-01  1.00e+00  9.75e-01  9.07e-01  8.02e-01  6.89e-01  5.73e-01  5.25e-01  5.11e-01  4.96e-01  4.92e-01  4.61e-01  3.76e-01  2.88e-01  1.89e-01  1.17e-01
 0.300  9.17e-01  9.97e-01  9.86e-01  9.27e-01  8.28e-01  7.16e-01  6.00e-01  5.50e-01  5.34e-01  5.17e-01  5.10e-01  4.77e-01  3.90e-01  3.00e-01  1.98e-01  1.23e-01
 0.310  8.89e-01  9.90e-01  9.94e-01  9.45e-01  8.52e-01  7.43e-01  6.27e-01  5.74e-01  5.56e-01  5.37e-01  5.28e-01  4.92e-01  4.03e-01  3.11e-01  2.06e-01  1.29e-01
 0.320  8.59e-01  9.79e-01  9.98e-01  9.60e-01  8.74e-01  7.68e-01  6.53e-01  5.98e-01  5.78e-01  5.57e-01  5.45e-01  5.08e-01  4.17e-01  3.22e-01  2.15e-01  1.36e-01
 0.330  8.26e-01  9.66e-01  1.00e+00  9.72e-01  8.95e-01  7.93e-01  6.78e-01  6.22e-01  6.00e-01  5.76e-01  5.63e-01  5.23e-01  4.30e-01  3.34e-01  2.24e-01  1.42e-01
 0.340  7.91e-01  9.49e-01  9.99e-01  9.83e-01  9.13e-01  8.16e-01  7.03e-01  6.45e-01  6.21e-01  5.96e-01  5.80e-01  5.39e-01  4.44e-01  3.45e-01  2.32e-01  1.48e-01
 0.350  7.54e-01  9.30e-01  9.95e-01  9.90e-01  9.30e-01  8.38e-01  7.27e-01  6.68e-01  6.42e-01  6.15e-01  5.97e-01  5.54e-01  4.57e-01  3.56e-01  2.41e-01  1.54e-01
 0.360  7.17e-01  9.08e-01  9.89e-01  9.96e-01  9.45e-01  8.59e-01  7.51e-01  6.91e-01  6.63e-01  6.33e-01  6.13e-01  5.68e-01  4.70e-01  3.67e-01  2.50e-01  1.61e-01
 0.370  6.78e-01  8.84e-01  9.80e-01  9.99e-01  9.59e-01  8.78e-01  7.73e-01  7.12e-01  6.83e-01  6.52e-01  6.29e-01  5.83e-01  4.83e-01  3.79e-01  2.59e-01  1.67e-01
 0.380  6.40e-01  8.59e-01  9.68e-01  1.00e+00  9.70e-01  8.96e-01  7.95e-01  7.34e-01  7.03e-01  6.70e-01  6.45e-01  5.97e-01  4.96e-01  3.90e-01  2.67e-01  1.73e-01
 0.390  6.02e-01  8.32e-01  9.55e-01  9.99e-01  9.80e-01  9.13e-01  8.16e-01  7.54e-01  7.22e-01  6.87e-01  6.61e-01  6.11e-01  5.09e-01  4.01e-01  2.76e-01  1.80e-01
 0.400  5.64e-01  8.03e-01  9.40e-01  9.95e-01  9.87e-01  9.28e-01  8.35e-01  7.74e-01  7.41e-01  7.04e-01  6.76e-01  6.25e-01  5.21e-01  4.12e-01  2.85e-01  1.87e-01
 0.410  5.26e-01  7.73e-01  9.22e-01  9.90e-01  9.93e-01  9.42e-01  8.54e-01  7.93e-01  7.59e-01  7.21e-01  6.91e-01  6.39e-01  5.34e-01  4.23e-01  2.94e-01  1.93e-01
 0.420  4.89e-01  7.43e-01  9.03e-01  9.82e-01  9.97e-01  9.54e-01  8.72e-01  8.12e-01  7.76e-01  7.37e-01  7.06e-01  6.52e-01  5.46e-01  4.33e-01  3.03e-01  2.00e-01
 0.430  4.54e-01  7.12e-01  8.83e-01  9.73e-01  9.99e-01  9.65e-01  8.89e-01  8.30e-01  7.93e-01  7.53e-01  7.20e-01  6.65e-01  5.58e-01  4.44e-01  3.12e-01  2.07e-01
 0.440  4.20e-01  6.80e-01  8.61e-01  9.62e-01  1.00e+00  9.74e-01  9.04e-01  8.47e-01  8.10e-01  7.69e-01  7.34e-01  6.78e-01  5.70e-01  4.55e-01  3.21e-01  2.13e-01
 0.450  3.87e-01  6.48e-01  8.38e-01  9.49e-01  9.99e-01  9.82e-01  9.19e-01  8.63e-01  8.26e-01  7.84e-01  7.48e-01  6.90e-01  5.82e-01  4.66e-01  3.29e-01  2.20e-01
 0.460  3.55e-01  6.16e-01  8.14e-01  9.35e-01  9.96e-01  9.89e-01  9.32e-01  8.78e-01  8.41e-01  7.98e-01  7.61e-01  7.03e-01  5.93e-01  4.76e-01  3.38e-01  2.27e-01
 0.470  3.25e-01  5.85e-01  7.89e-01  9.20e-01  9.92e-01  9.94e-01  9.44e-01  8.92e-01  8.55e-01  8.12e-01  7.74e-01  7.15e-01  6.05e-01  4.87e-01  3.47e-01  2.34e-01
 0.480  2.97e-01  5.53e-01  7.64e-01  9.03e-01  9.86e-01  9.97e-01  9.55e-01  9.06e-01  8.69e-01  8.26e-01  7.87e-01  7.27e-01  6.16e-01  4.97e-01  3.56e-01  2.41e-01
 0.490  2.70e-01  5.23e-01  7.38e-01  8.85e-01  9.78e-01  9.99e-01  9.65e-01  9.19e-01  8.82e-01  8.39e-01  7.99e-01  7.38e-01  6.27e-01  5.07e-01  3.65e-01  2.48e-01
 0.500  2.45e-01  4.92e-01  7.11e-01  8.66e-01  9.69e-01  1.00e+00  9.73e-01  9.30e-01  8.95e-01  8.51e-01  8.11e-01  7.49e-01  6.39e-01  5.18e-01  3.74e-01  2.55e-01
 0.510  2.22e-01  4.63e-01  6.84e-01  8.45e-01  9.59e-01  9.99e-01  9.81e-01  9.41e-01  9.06e-01  8.63e-01  8.22e-01  7.60e-01  6.49e-01  5.28e-01  3.83e-01  2.62e-01
 0.520  2.00e-01  4.34e-01  6.57e-01  8.25e-01  9.48e-01  9.97e-01  9.87e-01  9.51e-01  9.17e-01  8.75e-01  8.33e-01  7.71e-01  6.60e-01  5.38e-01  3.91e-01  2.69e-01
 0.530  1.80e-01  4.07e-01  6.30e-01  8.03e-01  9.35e-01  9.94e-01  9.92e-01  9.60e-01  9.28e-01  8.86e-01  8.44e-01  7.82e-01  6.71e-01  5.48e-01  4.00e-01  2.76e-01
 0.540  1.62e-01  3.80e-01  6.03e-01  7.81e-01  9.21e-01  9.89e-01  9.96e-01  9.68e-01  9.38e-01  8.96e-01  8.54e-01  7.92e-01  6.81e-01  5.58e-01  4.09e-01  2.83e-01
 0.550  1.45e-01  3.54e-01  5.77e-01  7.58e-01  9.07e-01  9.84e-01  9.98e-01  9.75e-01  9.46e-01  9.06e-01  8.64e-01  8.02e-01  6.91e-01  5.67e-01  4.18e-01  2.90e-01
 0.560  1.29e-01  3.29e-01  5.50e-01  7.34e-01  8.91e-01  9.77e-01  1.00e-00  9.82e-01  9.55e-01  9.16e-01  8.74e-01  8.12e-01  7.01e-01  5.77e-01  4.26e-01  2.97e-01
 0.570  1.15e-01  3.06e-01  5.24e-01  7.11e-01  8.75e-01  9.69e-01  1.00e+00  9.87e-01  9.62e-01  9.25e-01  8.83e-01  8.21e-01  7.11e-01  5.87e-01  4.35e-01  3.04e-01
 0.580  1.02e-01  2.83e-01  4.98e-01  6.87e-01  8.57e-01  9.59e-01  9.99e-01  9.91e-01  9.69e-01  9.33e-01  8.92e-01  8.30e-01  7.21e-01  5.96e-01  4.44e-01  3.11e-01
 0.590  9.03e-02  2.62e-01  4.73e-01  6.63e-01  8.39e-01  9.49e-01  9.97e-01  9.95e-01  9.75e-01  9.41e-01  9.00e-01  8.39e-01  7.30e-01  6.05e-01  4.52e-01  3.19e-01
 0.600  7.97e-02  2.42e-01  4.49e-01  6.39e-01  8.20e-01  9.38e-01  9.94e-01  9.97e-01  9.81e-01  9.49e-01  9.08e-01  8.48e-01  7.40e-01  6.15e-01  4.61e-01  3.26e-01
 0.610  7.02e-02  2.23e-01  4.25e-01  6.15e-01  8.01e-01  9.26e-01  9.90e-01  9.99e-01  9.85e-01  9.55e-01  9.16e-01  8.56e-01  7.49e-01  6.24e-01  4.70e-01  3.33e-01
 0.620  6.16e-02  2.05e-01  4.01e-01  5.91e-01  7.81e-01  9.13e-01  9.85e-01  1.00e-00  9.90e-01  9.62e-01  9.24e-01  8.64e-01  7.58e-01  6.33e-01  4.78e-01  3.40e-01
 0.630  5.40e-02  1.88e-01  3.79e-01  5.68e-01  7.61e-01  8.99e-01  9.80e-01  1.00e+00  9.93e-01  9.68e-01  9.31e-01  8.72e-01  7.66e-01  6.42e-01  4.87e-01  3.47e-01
 0.640  4.72e-02  1.72e-01  3.57e-01  5.44e-01  7.41e-01  8.85e-01  9.73e-01  9.99e-01  9.96e-01  9.73e-01  9.37e-01  8.80e-01  7.75e-01  6.51e-01  4.95e-01  3.54e-01
 0.650  4.11e-02  1.57e-01  3.36e-01  5.21e-01  7.20e-01  8.70e-01  9.65e-01  9.97e-01  9.98e-01  9.78e-01  9.44e-01  8.87e-01  7.84e-01  6.60e-01  5.03e-01  3.62e-01
 0.660  3.58e-02  1.43e-01  3.15e-01  4.98e-01  6.99e-01  8.54e-01  9.56e-01  9.95e-01  9.99e-01  9.82e-01  9.50e-01  8.94e-01  7.92e-01  6.68e-01  5.12e-01  3.69e-01
 0.670  3.10e-02  1.31e-01  2.96e-01  4.76e-01  6.78e-01  8.38e-01  9.47e-01  9.92e-01  1.00e-00  9.86e-01  9.55e-01  9.01e-01  8.00e-01  6.77e-01  5.20e-01  3.76e-01
 0.680  2.68e-02  1.19e-01  2.77e-01  4.54e-01  6.57e-01  8.21e-01  9.36e-01  9.88e-01  1.00e+00  9.89e-01  9.60e-01  9.07e-01  8.08e-01  6.85e-01  5.28e-01  3.83e-01
 0.690  2.32e-02  1.08e-01  2.59e-01  4.32e-01  6.35e-01  8.04e-01  9.25e-01  9.83e-01  1.00e-00  9.92e-01  9.65e-01  9.14e-01  8.16e-01  6.93e-01  5.36e-01  3.90e-01
 0.700  1.99e-02  9.77e-02  2.42e-01  4.11e-01  6.14e-01  7.86e-01  9.14e-01  9.78e-01  9.98e-01  9.95e-01  9.70e-01  9.20e-01  8.23e-01  7.02e-01  5.45e-01  3.97e-01
 0.710  1.71e-02  8.83e-02  2.26e-01  3.91e-01  5.93e-01  7.68e-01  9.01e-01  9.71e-01  9.97e-01  9.97e-01  9.74e-01  9.26e-01  8.31e-01  7.10e-01  5.53e-01  4.05e-01
 0.720  1.47e-02  7.97e-02  2.10e-01  3.71e-01  5.72e-01  7.49e-01  8.88e-01  9.65e-01  9.94e-01  9.98e-01  9.78e-01  9.31e-01  8.38e-01  7.18e-01  5.61e-01  4.12e-01
 0.730  1.25e-02  7.19e-02  1.96e-01  3.52e-01  5.51e-01  7.31e-01  8.75e-01  9.57e-01  9.92e-01  9.99e-01  9.81e-01  9.37e-01  8.45e-01  7.25e-01  5.69e-01  4.19e-01
 0.740  1.07e-02  6.46e-02  1.82e-01  3.33e-01  5.30e-01  7.12e-01  8.60e-01  9.49e-01  9.88e-01  1.00e-00  9.85e-01  9.42e-01  8.52e-01  7.33e-01  5.77e-01  4.26e-01
 0.750  9.10e-03  5.81e-02  1.69e-01  3.15e-01  5.10e-01  6.93e-01  8.46e-01  9.40e-01  9.84e-01  1.00e+00  9.88e-01  9.47e-01  8.58e-01  7.41e-01  5.84e-01  4.33e-01
 0.760  7.72e-03  5.21e-02  1.56e-01  2.98e-01  4.90e-01  6.74e-01  8.31e-01  9.31e-01  9.80e-01  1.00e-00  9.90e-01  9.51e-01  8.65e-01  7.48e-01  5.92e-01  4.40e-01
 0.770  6.54e-03  4.66e-02  1.45e-01  2.81e-01  4.70e-01  6.54e-01  8.15e-01  9.21e-01  9.75e-01  9.99e-01  9.92e-01  9.56e-01  8.71e-01  7.56e-01  6.00e-01  4.47e-01
 0.780  5.52e-03  4.16e-02  1.34e-01  2.65e-01  4.50e-01  6.35e-01  7.99e-01  9.11e-01  9.69e-01  9.98e-01  9.94e-01  9.60e-01  8.78e-01  7.63e-01  6.08e-01  4.55e-01
 0.790  4.65e-03  3.72e-02  1.23e-01  2.49e-01  4.31e-01  6.16e-01  7.83e-01  9.00e-01  9.64e-01  9.97e-01  9.96e-01  9.64e-01  8.84e-01  7.70e-01  6.15e-01  4.62e-01
 0.800  3.91e-03  3.31e-02  1.14e-01  2.34e-01  4.13e-01  5.97e-01  7.66e-01  8.89e-01  9.57e-01  9.95e-01  9.97e-01  9.68e-01  8.89e-01  7.77e-01  6.23e-01  4.69e-01
 0.810  3.28e-03  2.94e-02  1.05e-01  2.20e-01  3.95e-01  5.78e-01  7.49e-01  8.77e-01  9.50e-01  9.92e-01  9.99e-01  9.71e-01  8.95e-01  7.84e-01  6.30e-01  4.76e-01
 0.820  2.75e-03  2.61e-02  9.63e-02  2.07e-01  3.77e-01  5.59e-01  7.32e-01  8.65e-01  9.43e-01  9.90e-01  9.99e-01  9.75e-01  9.01e-01  7.91e-01  6.38e-01  4.83e-01
 0.830  2.30e-03  2.32e-02  8.85e-02  1.94e-01  3.59e-01  5.40e-01  7.15e-01  8.53e-01  9.35e-01  9.87e-01  1.00e-00  9.78e-01  9.06e-01  7.98e-01  6.45e-01  4.90e-01
 0.840  1.91e-03  2.05e-02  8.12e-02  1.81e-01  3.43e-01  5.21e-01  6.98e-01  8.40e-01  9.27e-01  9.83e-01  1.00e+00  9.81e-01  9.11e-01  8.04e-01  6.53e-01  4.97e-01
 0.850  1.59e-03  1.81e-02  7.44e-02  1.70e-01  3.26e-01  5.03e-01  6.80e-01  8.27e-01  9.19e-01  9.80e-01  1.00e-00  9.83e-01  9.16e-01  8.11e-01  6.60e-01  5.04e-01
 0.860  1.32e-03  1.60e-02  6.80e-02  1.59e-01  3.10e-01  4.85e-01  6.63e-01  8.13e-01  9.10e-01  9.76e-01  1.00e-00  9.86e-01  9.21e-01  8.17e-01  6.67e-01  5.11e-01
 0.870  1.09e-03  1.41e-02  6.22e-02  1.48e-01  2.95e-01  4.67e-01  6.45e-01  8.00e-01  9.01e-01  9.71e-01  9.99e-01  9.88e-01  9.26e-01  8.23e-01  6.74e-01  5.18e-01
 0.880  9.03e-04  1.24e-02  5.68e-02  1.38e-01  2.80e-01  4.49e-01  6.28e-01  7.86e-01  8.92e-01  9.67e-01  9.98e-01  9.90e-01  9.30e-01  8.29e-01  6.81e-01  5.24e-01
 0.890  7.44e-04  1.09e-02  5.18e-02  1.29e-01  2.66e-01  4.32e-01  6.10e-01  7.72e-01  8.82e-01  9.62e-01  9.97e-01  9.92e-01  9.35e-01  8.35e-01  6.88e-01  5.31e-01
 0.900  6.12e-04  9.52e-03  4.71e-02  1.20e-01  2.52e-01  4.15e-01  5.93e-01  7.57e-01  8.72e-01  9.56e-01  9.96e-01  9.93e-01  9.39e-01  8.41e-01  6.95e-01  5.38e-01
 0.910  5.02e-04  8.33e-03  4.29e-02  1.11e-01  2.39e-01  3.99e-01  5.75e-01  7.43e-01  8.62e-01  9.51e-01  9.94e-01  9.95e-01  9.43e-01  8.47e-01  7.02e-01  5.45e-01
 0.920  4.11e-04  7.28e-03  3.90e-02  1.03e-01  2.26e-01  3.82e-01  5.58e-01  7.28e-01  8.51e-01  9.45e-01  9.92e-01  9.96e-01  9.47e-01  8.53e-01  7.09e-01  5.52e-01
 0.930  3.36e-04  6.36e-03  3.53e-02  9.59e-02  2.13e-01  3.66e-01  5.41e-01  7.13e-01  8.41e-01  9.39e-01  9.90e-01  9.97e-01  9.51e-01  8.58e-01  7.15e-01  5.58e-01
 0.940  2.74e-04  5.54e-03  3.20e-02  8.89e-02  2.02e-01  3.51e-01  5.24e-01  6.98e-01  8.30e-01  9.32e-01  9.88e-01  9.98e-01  9.54e-01  8.64e-01  7.22e-01  5.65e-01
 0.950  2.23e-04  4.82e-03  2.90e-02  8.23e-02  1.90e-01  3.36e-01  5.07e-01  6.84e-01  8.19e-01  9.26e-01  9.86e-01  9.99e-01  9.58e-01  8.69e-01  7.28e-01  5.72e-01
 0.960  1.81e-04  4.19e-03  2.62e-02  7.61e-02  1.79e-01  3.21e-01  4.90e-01  6.69e-01  8.07e-01  9.19e-01  9.83e-01  9.99e-01  9.61e-01  8.74e-01  7.35e-01  5.78e-01
 0.970  1.47e-04  3.63e-03  2.37e-02  7.04e-02  1.69e-01  3.07e-01  4.74e-01  6.54e-01  7.96e-01  9.12e-01  9.80e-01  1.00e-00  9.64e-01  8.79e-01  7.41e-01  5.85e-01
 0.980  1.18e-04  3.14e-03  2.14e-02  6.50e-02  1.59e-01  2.93e-01  4.57e-01  6.38e-01  7.84e-01  9.05e-01  9.77e-01  1.00e-00  9.67e-01  8.84e-01  7.47e-01  5.92e-01
 0.990  9.56e-05  2.72e-03  1.93e-02  5.99e-02  1.50e-01  2.79e-01  4.41e-01  6.23e-01  7.72e-01  8.97e-01  9.73e-01  1.00e+00  9.70e-01  8.89e-01  7.54e-01  5.98e-01
 1.000  7.70e-05  2.35e-03  1.74e-02  5.52e-02  1.41e-01  2.66e-01  4.26e-01  6.08e-01  7.60e-01  8.89e-01  9.70e-01  1.00e-00  9.73e-01  8.94e-01  7.60e-01  6.05e-01
 1.010  6.18e-05  2.02e-03  1.56e-02  5.08e-02  1.32e-01  2.54e-01  4.10e-01  5.94e-01  7.48e-01  8.82e-01  9.66e-01  1.00e-00  9.76e-01  8.98e-01  7.66e-01  6.11e-01
 1.020  4.96e-05  1.74e-03  1.40e-02  4.67e-02  1.24e-01  2.42e-01  3.95e-01  5.79e-01  7.36e-01  8.73e-01  9.62e-01  9.99e-01  9.78e-01  9.03e-01  7.72e-01  6.17e-01
 1.030  3.96e-05  1.50e-03  1.26e-02  4.29e-02  1.16e-01  2.30e-01  3.80e-01  5.64e-01  7.24e-01  8.65e-01  9.58e-01  9.98e-01  9.80e-01  9.07e-01  7.78e-01  6.24e-01
 1.040  3.17e-05  1.29e-03  1.13e-02  3.94e-02  1.09e-01  2.18e-01  3.65e-01  5.49e-01  7.12e-01  8.57e-01  9.54e-01  9.98e-01  9.83e-01  9.11e-01  7.84e-01  6.30e-01
 1.050  2.52e-05  1.10e-03  1.01e-02  3.61e-02  1.02e-01  2.07e-01  3.51e-01  5.34e-01  6.99e-01  8.48e-01  9.50e-01  9.97e-01  9.85e-01  9.16e-01  7.89e-01  6.36e-01
 1.060  2.00e-05  9.44e-04  9.03e-03  3.31e-02  9.52e-02  1.97e-01  3.37e-01  5.20e-01  6.87e-01  8.40e-01  9.45e-01  9.96e-01  9.87e-01  9.20e-01  7.95e-01  6.43e-01
 1.070  1.59e-05  8.07e-04  8.06e-03  3.03e-02  8.90e-02  1.87e-01  3.24e-01  5.06e-01  6.74e-01  8.31e-01  9.40e-01  9.94e-01  9.88e-01  9.24e-01  8.01e-01  6.49e-01
 1.080  1.26e-05  6.89e-04  7.20e-03  2.77e-02  8.30e-02  1.77e-01  3.11e-01  4.91e-01  6.62e-01  8.22e-01  9.35e-01  9.93e-01  9.90e-01  9.27e-01  8.06e-01  6.55e-01
 1.090  9.95e-06  5.87e-04  6.42e-03  2.53e-02  7.75e-02  1.68e-01  2.98e-01  4.77e-01  6.50e-01  8.13e-01  9.30e-01  9.91e-01  9.91e-01  9.31e-01  8.12e-01  6.61e-01
 1.100  7.85e-06  5.00e-04  5.71e-03  2.31e-02  7.22e-02  1.59e-01  2.85e-01  4.64e-01  6.37e-01  8.04e-01  9.25e-01  9.90e-01  9.93e-01  9.35e-01  8.17e-01  6.67e-01
 1.110  6.18e-06  4.25e-04  5.08e-03  2.11e-02  6.73e-02  1.50e-01  2.73e-01  4.50e-01  6.25e-01  7.94e-01  9.20e-01  9.88e-01  9.94e-01  9.38e-01  8.22e-01  6.73e-01
 1.120  4.85e-06  3.61e-04  4.52e-03  1.92e-02  6.26e-02  1.42e-01  2.61e-01  4.36e-01  6.12e-01  7.85e-01  9.15e-01  9.86e-01  9.95e-01  9.42e-01  8.28e-01  6.79e-01
 1.130  3.80e-06  3.06e-04  4.01e-03  1.75e-02  5.82e-02  1.34e-01  2.50e-01  4.23e-01  6.00e-01  7.76e-01  9.09e-01  9.84e-01  9.96e-01  9.45e-01  8.33e-01  6.85e-01
 1.140  2.97e-06  2.59e-04  3.56e-03  1.59e-02  5.41e-02  1.26e-01  2.38e-01  4.10e-01  5.88e-01  7.66e-01  9.03e-01  9.82e-01  9.97e-01  9.48e-01  8.38e-01  6.91e-01
 1.150  2.32e-06  2.19e-04  3.15e-03  1.45e-02  5.02e-02  1.19e-01  2.28e-01  3.97e-01  5.75e-01  7.56e-01  8.98e-01  9.79e-01  9.98e-01  9.51e-01  8.43e-01  6.97e-01
 1.160  1.81e-06  1.85e-04  2.79e-03  1.31e-02  4.66e-02  1.12e-01  2.17e-01  3.84e-01  5.63e-01  7.47e-01  8.92e-01  9.77e-01  9.99e-01  9.54e-01  8.48e-01  7.03e-01
 1.170  1.41e-06  1.56e-04  2.46e-03  1.19e-02  4.32e-02  1.06e-01  2.07e-01  3.72e-01  5.51e-01  7.37e-01  8.86e-01  9.75e-01  9.99e-01  9.57e-01  8.52e-01  7.09e-01
 1.180  1.09e-06  1.31e-04  2.18e-03  1.08e-02  4.00e-02  9.95e-02  1.97e-01  3.60e-01  5.39e-01  7.27e-01  8.79e-01  9.72e-01  9.99e-01  9.60e-01  8.57e-01  7.14e-01
 1.190  8.46e-07  1.10e-04  1.92e-03  9.77e-03  3.70e-02  9.35e-02  1.88e-01  3.48e-01  5.27e-01  7.18e-01  8.73e-01  9.69e-01  1.00e-00  9.63e-01  8.62e-01  7.20e-01
